cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa,hdbscan,fcm,hdbI
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,-1,9,0.43113696894230213
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,-1,1,0.43113696894230213
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,-1,3,0.43113696894230213
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,10,3,0.43113696894230213
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,-1,6,0.43113696894230213
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,10,3,0.43113696894230213
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,-1,1,0.43113696894230213
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02,-1,8,0.43113696894230213
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,-1,7,0.43113696894230213
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,-1,9,0.43113696894230213
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,4,2,0.43113696894230213
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,-1,9,0.43113696894230213
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,-1,9,0.43113696894230213
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,-1,6,0.43113696894230213
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,-1,3,0.43113696894230213
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28,-1,8,0.43113696894230213
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,-1,9,0.43113696894230213
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,-1,5,0.43113696894230213
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,11,8,0.43113696894230213
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,-1,9,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,1,8,0.43113696894230213
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,2,8,0.43113696894230213
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,1,2,0.43113696894230213
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,1,8,0.43113696894230213
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2,1,8,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,1,8,0.43113696894230213
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,1,2,0.43113696894230213
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,-1,6,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,1,8,0.43113696894230213
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,-1,8,0.43113696894230213
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,2,2,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,11,8,0.43113696894230213
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,-1,8,0.43113696894230213
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,-1,5,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,11,8,0.43113696894230213
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,-1,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,11,8,0.43113696894230213
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,-1,8,0.43113696894230213
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,11,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,11,8,0.43113696894230213
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,11,8,0.43113696894230213
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,11,8,0.43113696894230213
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,-1,9,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,1,8,0.43113696894230213
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,2,8,0.43113696894230213
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,1,2,0.43113696894230213
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,1,8,0.43113696894230213
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9,1,8,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,1,8,0.43113696894230213
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,1,2,0.43113696894230213
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9,-1,6,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,1,8,0.43113696894230213
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,-1,8,0.43113696894230213
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,2,2,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,11,8,0.43113696894230213
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,-1,8,0.43113696894230213
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,-1,5,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,11,8,0.43113696894230213
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,-1,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,11,8,0.43113696894230213
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,-1,8,0.43113696894230213
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,11,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,11,8,0.43113696894230213
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1,11,8,0.43113696894230213
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,11,8,0.43113696894230213
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,-1,9,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,1,8,0.43113696894230213
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,2,8,0.43113696894230213
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7,1,2,0.43113696894230213
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,1,8,0.43113696894230213
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9,1,8,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,1,8,0.43113696894230213
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,1,2,0.43113696894230213
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,-1,6,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,1,8,0.43113696894230213
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,-1,8,0.43113696894230213
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,2,2,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,11,8,0.43113696894230213
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,-1,8,0.43113696894230213
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,-1,5,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,11,8,0.43113696894230213
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,-1,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,11,8,0.43113696894230213
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,-1,8,0.43113696894230213
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,11,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,11,8,0.43113696894230213
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9,11,8,0.43113696894230213
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,11,8,0.43113696894230213
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,-1,9,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,1,8,0.43113696894230213
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,2,8,0.43113696894230213
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,1,2,0.43113696894230213
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,1,8,0.43113696894230213
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,1,8,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,1,8,0.43113696894230213
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,1,2,0.43113696894230213
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8,-1,6,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,1,8,0.43113696894230213
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1,-1,8,0.43113696894230213
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7,2,2,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,11,8,0.43113696894230213
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2,-1,8,0.43113696894230213
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9,-1,5,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,11,8,0.43113696894230213
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,-1,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,11,8,0.43113696894230213
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,-1,8,0.43113696894230213
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,11,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,11,8,0.43113696894230213
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,11,8,0.43113696894230213
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,11,8,0.43113696894230213
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,-1,9,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,1,8,0.43113696894230213
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,2,8,0.43113696894230213
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,-1,2,0.43113696894230213
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,-1,8,0.43113696894230213
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7,1,8,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,1,8,0.43113696894230213
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,1,2,0.43113696894230213
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2,-1,6,0.43113696894230213
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,1,8,0.43113696894230213
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,-1,8,0.43113696894230213
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,-1,2,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,11,8,0.43113696894230213
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,-1,5,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,11,8,0.43113696894230213
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,-1,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,11,8,0.43113696894230213
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,-1,8,0.43113696894230213
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,11,8,0.43113696894230213
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,11,8,0.43113696894230213
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,11,8,0.43113696894230213
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,12,0,0.43113696894230213
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,12,0,0.43113696894230213
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89,12,0,0.43113696894230213
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,12,0,0.43113696894230213
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,12,0,0.43113696894230213
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,12,0,0.43113696894230213
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,12,0,0.43113696894230213
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,12,0,0.43113696894230213
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,12,0,0.43113696894230213
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,12,0,0.43113696894230213
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,12,0,0.43113696894230213
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,12,0,0.43113696894230213
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,12,0,0.43113696894230213
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,12,0,0.43113696894230213
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,12,0,0.43113696894230213
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04,15,4,0.43113696894230213
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,15,4,0.43113696894230213
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,15,4,0.43113696894230213
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,15,4,0.43113696894230213
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,15,4,0.43113696894230213
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,15,4,0.43113696894230213
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,15,4,0.43113696894230213
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,15,4,0.43113696894230213
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,15,4,0.43113696894230213
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,15,4,0.43113696894230213
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,15,4,0.43113696894230213
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,15,4,0.43113696894230213
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,15,4,0.43113696894230213
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,15,4,0.43113696894230213
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,15,4,0.43113696894230213
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,15,4,0.43113696894230213
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,15,4,0.43113696894230213
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,15,4,0.43113696894230213
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56,15,4,0.43113696894230213
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,15,4,0.43113696894230213
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,-1,4,0.43113696894230213
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,-1,4,0.43113696894230213
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,-1,4,0.43113696894230213
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,-1,4,0.43113696894230213
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,-1,4,0.43113696894230213
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,-1,4,0.43113696894230213
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,-1,4,0.43113696894230213
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,-1,4,0.43113696894230213
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,-1,4,0.43113696894230213
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,-1,4,0.43113696894230213
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0,10,9,0.43113696894230213
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,10,9,0.43113696894230213
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,10,9,0.43113696894230213
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,10,9,0.43113696894230213
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,-1,9,0.43113696894230213
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,10,3,0.43113696894230213
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,10,9,0.43113696894230213
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,10,9,0.43113696894230213
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,10,9,0.43113696894230213
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,-1,9,0.43113696894230213
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,15,4,0.43113696894230213
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32,15,4,0.43113696894230213
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,15,4,0.43113696894230213
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,15,4,0.43113696894230213
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,15,4,0.43113696894230213
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,12,0,0.43113696894230213
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69,12,0,0.43113696894230213
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,12,0,0.43113696894230213
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,12,0,0.43113696894230213
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,12,0,0.43113696894230213
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,12,0,0.43113696894230213
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,12,0,0.43113696894230213
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,12,0,0.43113696894230213
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,12,0,0.43113696894230213
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,12,0,0.43113696894230213
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,12,0,0.43113696894230213
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,12,0,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08,15,4,0.43113696894230213
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,15,4,0.43113696894230213
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,15,4,0.43113696894230213
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,15,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,16,4,0.43113696894230213
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,-1,4,0.43113696894230213
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,-1,4,0.43113696894230213
